ocid,date,character_name,world_name,character_gender,character_class,character_class_level,character_level,character_exp,character_exp_rate,character_guild_name,character_date_create,access_flag,liberation_quest_clear,전투력,보스_데미지,방어율_무시,크리티컬_데미지,아케인포스,어센틱포스,스타포스
7d984b1be4d27719ec31190f3faa7641,2025-10-16,악령의렌,챌린저스,여,렌,6,277,2843460503436,20.655,화산파,2025-06-19T00:00+09:00,FALSE,0,34659775,346,96.09,56,1250,180,270
298c80ed0956eb6e682663ac00a79d03,2025-10-16,대아장,챌린저스,여,아델,6,282,6108711943066,15.004,로얄,2025-06-21T00:00+09:00,TRUE,1,62220084,279,92.63,76,1450,330,250
fd8620fd1f2be5ac73235ab14718a8d0,2025-10-16,김군두,챌린저스,남,렌,6,278,3067937309030,20.26,문구,2025-06-19T00:00+09:00,TRUE,1,62359633,315,94.48,80.4,1350,210,268
4d3c87a647ba95a5ead8ba93198bde7f,2025-10-16,김땡인,챌린저스,남,렌,6,268,397887020897,16.483,뉴비들,2025-06-19T00:00+09:00,FALSE,0,16711145,227,90.9,50,1210,100,251
162c4783a166b61775ed38295ea46f97,2025-10-16,캐넬,스카니아,여,캡틴,6,266,1963692108739,82.984,,2025-08-25T00:00+09:00,FALSE,0,2995411,171,82.5,96,800,60,75
47c4d61b0590c6e9812fc7407ca46879,2025-10-16,화현비,챌린저스,여,렌,6,272,1232166647702,22.317,샛별,2025-06-19T00:00+09:00,FALSE,0,24707890,319,95.84,51,1210,250,240
90030adb70f80d2be15fdac13b403daf,2025-10-16,눈이좋은사람,챌린저스,여,보우마스터,6,275,2845657845285,25.012,짱구,2025-06-19T00:00+09:00,FALSE,0,31645508,298,95.21,61,1220,300,268
a210e9c5c969caa8278bd30fefb7f294,2025-10-16,유지넬,챌린저스,여,렌,6,279,8357609273191,50.174,,2025-06-22T00:00+09:00,FALSE,0,34964192,313,96.74,55,1420,220,247
f7d7a0f32457c30ec387c923904d98a4,2025-10-16,지렌버러,챌린저스,남,렌,6,278,4412120680102,29.136,감자,2025-06-19T00:00+09:00,TRUE,1,48826734,391,97.41,61,1350,190,276
479c250781e82c93c97a1c2be37c4e71,2025-10-16,쿠우파미,챌린저스,여,렌,6,277,8525011971835,61.927,빗속,2025-06-19T00:00+09:00,TRUE,1,42819923,290,95.21,58,1170,200,242
30da066b9219cdbcd0f5326ba2bbc920,2025-10-16,박세준중사님,챌린저스,여,렌,6,266,851551818103,35.986,쇼츠,2025-06-19T00:00+09:00,FALSE,0,12665868,243,92.33,52,1100,60,217
bfc9a2654b377ba1ad8a77117c8e2106efe8d04e6d233bd35cf2fabdeb93fb0d,2025-10-16,결연투,루나,남,렌,6,280,9101631370910,27.05,애청자,2025-06-20T00:00+09:00,FALSE,1,47346468,339,95.46,60,1350,280,259
69417d11442c74c5aa709dd9ac79579d,2025-10-16,승현토끼,크로아,여,렌,6,275,22317910214,0.196,귤나무,2025-06-19T00:00+09:00,TRUE,0,22890617,334,94.11,54,1050,140,252
f493df204c5c9926d661fbe4134fb294,2025-10-16,토끼바압,챌린저스,여,렌,6,278,3408443456551,22.508,질풍,2025-06-19T00:00+09:00,TRUE,1,50375051,343,94.6,62,1350,200,279
7bf4f3e48c7dd8bc8f68956fea1bfcf1,2025-10-16,박욕,챌린저스,여,렌,6,276,7031387654781,56.184,졸귀탱,2025-06-20T00:00+09:00,FALSE,0,23399517,266,94.82,50,1315,280,250
7f89b524416690a8aea0f697aa55e4e2,2025-10-16,렌하버맥,챌린저스,여,렌,6,266,563753443464,23.824,생글,2025-06-19T00:00+09:00,FALSE,0,14013148,193,88.19,50,1010,100,232
a351ab6e296d7898d58367a3faa6b023,2025-10-16,이르카니엄,챌린저스,기타,제로,6,279,1581749812311,9.496,구찌,2025-06-20T00:00+09:00,FALSE,1,63407073,439,96.02,109,1300,240,269
5614e01be507d6ab460a28bdb9d8c3e6efe8d04e6d233bd35cf2fabdeb93fb0d,2025-10-16,절망속에춤을,에오스,남,팬텀,6,275,3002862661385,26.394,,2025-06-19T00:00+09:00,FALSE,0,22361944,226,91.32,52,1300,280,264
93af57faff79d4614765d0ed23eb08f3,2025-10-16,거렌쥐,챌린저스,여,렌,6,277,11236692506345,81.625,화산귀환,2025-06-20T00:00+09:00,TRUE,0,36955991,301,94.72,60,1365,170,204
c1695bd18d253412a0e01213a88367d8,2025-10-16,렌씨v,챌린저스,여,렌,6,282,6557946459900,16.108,망혼,2025-06-19T00:00+09:00,TRUE,1,73323187,353,93.86,62.8,1450,360,268
8fda39ca5174e682133dd17c9535c24c,2025-10-16,렌쭈왑,챌린저스,여,렌,6,266,939062536110,39.684,LOSTARK,2025-06-19T00:00+09:00,FALSE,0,18251623,281,93.38,66,970,100,232
3c5927ef264a3c6f98e5912544b6744d,2025-10-16,풋풋사과에요,크로아,여,렌,6,279,564769140840,3.391,끼티,2025-06-21T00:00+09:00,FALSE,1,46061007,363,94.38,55,1350,210,270
73db1dd082341e0be1e595b2531ec78f,2025-10-16,너만의도파민,챌린저스,남,렌,6,282,24786062047295,60.879,하나,2025-06-20T00:00+09:00,TRUE,1,70064205,360,93.86,64.2,1450,350,252
39d2c7c41ae47a5f5e20b3bc1216fc8a,2025-10-16,젱렌이,크로아,여,렌,6,275,6720854008,0.059,다소,2025-06-19T00:00+09:00,FALSE,0,25632531,252,91.06,38.5,1350,180,232
fb6f654ccbbf1faa4cb7beeb224dc5cf,2025-10-16,위코스렌,챌린저스,여,렌,6,277,4489053428001,32.609,,2025-06-19T00:00+09:00,TRUE,0,29155705,302,95.85,57,1320,220,236
45cc059af943fcc455cfb2365f4674fe,2025-10-16,정준칼질해,챌린저스,여,렌,6,271,1836656764610,33.598,멘헤라,2025-06-20T00:00+09:00,FALSE,0,16091334,252,93.21,56,1090,190,247
671a99f82837acaa73629dda08831b82,2025-10-16,낭종잉,스카니아,여,렌,6,275,542434691,0.005,,2025-06-19T00:00+09:00,FALSE,0,22526547,329,94.85,69.25,1190,240,226
cec4868e198c2c38158844dd6691f9f3,2025-10-16,귤복복롱,챌린저스,여,렌,6,270,2551006129031,47.132,,2025-06-19T00:00+09:00,FALSE,0,18070375,261,91.95,50,1150,250,227
b8e3237b06e10c5735e2090d5ca4a61f,2025-10-16,로토칼리,챌린저스,여,칼리,6,266,1146767224681,48.462,미소,2025-06-19T00:00+09:00,FALSE,0,15785896,278,91.9,88,1010,130,232
ab1d6c3059ac6061d3dfb3f86406dcf3,2025-10-16,백설우목,챌린저스,여,렌,6,279,14417642842304,86.555,조아,2025-06-19T00:00+09:00,TRUE,1,60583782,394,96.84,100,1450,200,256
9a48499267f425f005c4824509bc6fe4,2025-10-16,율량동딸배왕,챌린저스,남,렌,6,272,4901713759900,88.779,유령,2025-06-19T00:00+09:00,FALSE,0,18050367,173,95.01,55,1290,150,207
6b3351e85f0e9eb1c3f7a91c5c819169,2025-10-16,마포구맨헤라,챌린저스,여,렌,6,272,920684000453,16.675,얼음,2025-06-19T00:00+09:00,FALSE,0,23296084,286,96.08,52,1150,250,244
69f8fb185122eb737696f5c952c749d4,2025-10-16,,,,,,,,,,,,,,,,,,,
7861343cb75c398cd7a216df69ab9b9c,2025-10-16,장디아,챌린저스,남,렌,6,285,18079792652918,18.168,컨버스,2025-06-19T00:00+09:00,TRUE,0,57492994,375,95.33,69,1450,530,251
9c2ba5851ad713efc7711ea2cf54638c,2025-10-16,춘하린,챌린저스,여,렌,6,276,6667264159616,53.275,모래,2025-06-19T00:00+09:00,FALSE,0,24497101,246,96.03,64,1230,210,239
1862a91d882825ab2db2bc59ecde3a96,2025-10-16,설죽화수,챌린저스,여,제논,6,272,3645776412101,66.032,극악,2025-06-19T00:00+09:00,FALSE,0,15936410,274,91.4,86,1190,250,284
51b1ef2990ebecf8004b6fa53f4beea0,2025-10-16,렌히시,챌린저스,여,렌,6,280,7531753711093,22.384,캐슬,2025-06-21T00:00+09:00,TRUE,0,36529761,306,95.57,69,1450,190,242
912d8a7209e0a177a19363ad829ceddc,2025-10-16,budsad,챌린저스,남,렌,6,270,521452231474,9.634,호주,2025-06-19T00:00+09:00,FALSE,0,19642832,288,94.72,92.4,1060,150,230
4e4a9620650d5a60bea92a83de4d7ae6,2025-10-16,5TAFF,챌린저스,남,에반,6,274,2181694470628,38.736,토끼사육장,2025-06-19T00:00+09:00,TRUE,0,17901311,197,95.49,89,930,150,255
ee89eb6d7b322f6395b5c1db8f086811,2025-10-16,호병박,챌린저스,여,렌,6,266,13806209119,0.583,솜솜,2025-06-19T00:00+09:00,FALSE,0,14161060,278,90.33,80,1050,60,232
9a7a9dc6bf9ad12febf964219139b1c5,2025-10-16,상어새모,챌린저스,여,바이퍼,6,275,7119513296526,62.578,,2025-06-26T00:00+09:00,FALSE,0,27689232,321,96.35,66,1220,280,182
004a8e007b27ad1fa1dc7e836991ec15,2025-10-16,무민린렌,챌린저스,여,렌,6,281,36804482263861,99.438,argute,2025-06-19T00:00+09:00,TRUE,1,50953391,309,93.23,61,1450,280,225
242833e4f70fa86bd0a860a31eb489d1,2025-10-16,이니시,챌린저스,여,칼리,6,277,9191481948140,66.768,심쿵,2025-06-19T00:00+09:00,TRUE,0,35310581,348,95.28,135.85,1240,160,248
ddf3769596eb2a7be7705fd9b4320ab1,2025-10-16,메짱라이더,챌린저스,남,보우마스터,6,271,2532261448016,46.323,혜성,2025-06-21T00:00+09:00,FALSE,0,17142626,275,93.69,56,1190,150,253
4f9e2e8aefa18da5cb2e6ca8a2da2aad,2025-10-16,베베미뇽렌,챌린저스,여,렌,6,280,26255426477467,78.031,버터,2025-06-19T00:00+09:00,TRUE,0,49447159,361,96.37,62,1455,350,266
ad0c7f5ccec3f570bc4407a855f2aa54,2025-10-16,섀덕후,챌린저스,남,섀도어,6,275,3107021801052,27.309,팬더,2025-06-19T00:00+09:00,FALSE,0,17847693,267,91.65,120,1150,220,222
3f36370b961c15e609bace1e0221ad66,2025-10-16,트끼렌,챌린저스,여,렌,6,276,2658967034023,21.247,,2025-06-19T00:00+09:00,FALSE,0,30852642,354,97.08,75.4,1330,350,239
c08f5b238be1e6a79e969a78e2be7c11,2025-10-16,,,,,,,,,,,,,,,,,,,
fb58188b3e5b624e058c038548f3e524,2025-10-16,홍렌빛,베라,남,렌,6,281,35904089107060,97.006,,2025-06-20T00:00+09:00,FALSE,1,30444836,324,85.28,54.25,1320,250,156
a4ce52cfab58bf6ed50b4606e2bfda29,2025-10-16,적천사,챌린저스,남,렌,6,275,4113831034069,36.159,적빛,2025-06-19T00:00+09:00,FALSE,0,24869011,295,96.66,56,1140,160,253
fc5975626669a0b76d7df653e752e080,2025-10-16,장송의젠제,챌린저스,여,렌,6,275,3956618806142,34.777,,2025-06-19T00:00+09:00,FALSE,0,34431396,307,96.24,56,1260,210,239
df22151da90a738dfcdea1feaaa7f858,2025-10-16,체리6세,챌린저스,여,나이트로드,6,279,1565887911139,9.401,,2025-06-21T00:00+09:00,FALSE,1,54568003,372,94,77,1320,190,254
001e51e7b5575d34bf33ef98d9799f16,2025-10-16,섹시야마렌,챌린저스,여,렌,6,272,360783781397,6.534,강원랜드,2025-06-19T00:00+09:00,FALSE,0,14149700,203,93.25,59,1090,270,244
4f505b873d2d39a4e8d0cf0fca356b96,2025-10-16,어도저,챌린저스,여,나이트로드,6,281,21931746910194,59.255,리사,2025-06-22T00:00+09:00,TRUE,1,74678366,418,96.3,77,1450,280,289
dcd7fac6ab2d2dd9dc22ef6ba63320c7,2025-10-16,헤븐st,챌린저스,남,제논,6,271,4449448861729,81.393,불꽃,2025-06-19T00:00+09:00,FALSE,0,16541241,211,89.25,48,1300,260,222
bd5cfa52cd48270d8243b5da5243178e,2025-10-16,아마반드,챌린저스,여,렌,6,281,20235886793578,54.673,해피,2025-06-19T00:00+09:00,TRUE,1,68078825,365,96.19,62,1450,340,266
ca88a563af02e603c56a20561282e420,2025-10-16,일짱김영훈,스카니아,여,렌,6,270,2002032075860,36.989,,2025-06-19T00:00+09:00,FALSE,0,18309465,278,94.52,52,870,150,217
89e0d0cc98dc36d5208ca6a3e499d244efe8d04e6d233bd35cf2fabdeb93fb0d,2025-10-16,쭈왕찌,루나,남,렌,6,272,3090022656008,55.966,,2025-06-19T00:00+09:00,TRUE,0,15411125,221,88.48,31.5,960,150,241
cdb98419a449d024eba3405baf365dfc,2025-10-16,시르리온,챌린저스,여,렌,6,277,5647697723485,41.026,마루,2025-06-19T00:00+09:00,TRUE,1,42142013,293,96.39,62,1230,160,243
5b49562fc3e35948e9234d272c9a7ae9,2025-10-16,리듬렌v,챌린저스,여,렌,6,280,11079356837871,32.928,토끼굴,2025-06-19T00:00+09:00,TRUE,1,69786430,292,95.7,61,1450,420,292
83b170e52eca90903b8e086df947f839,2025-10-16,유창잘못임,챌린저스,여,보우마스터,6,279,12838323165128,77.074,댄싱,2025-06-19T00:00+09:00,TRUE,0,42447776,310,98,67,1180,180,277
3d70abede044ae85f88828309f8528e7,2025-10-16,0OLenO0,챌린저스,여,렌,6,266,1423542286763,60.158,,2025-06-19T00:00+09:00,FALSE,0,13229800,150,88.37,50,1105,100,207
cc9fe8567a998ae2df8b9e17c09a05c6,2025-10-16,보랄렌,챌린저스,여,렌,6,280,2104148452683,6.253,솜솜,2025-06-20T00:00+09:00,TRUE,0,34634981,325,97.02,90,1450,220,241
501054079eb4999d658980b4de6cfd90,2025-10-16,메일쇼,챌린저스,여,카데나,6,277,5901341484412,42.868,레전드,2025-06-19T00:00+09:00,TRUE,1,57115578,407,94.52,81,1450,290,244
4a441c97f9f6e8a9754d1d43b7cd14d8,2025-10-16,피지종양제거,챌린저스,여,렌,6,275,3169890670123,27.862,피지낭종종양,2025-06-22T00:00+09:00,FALSE,0,19261837,219,94.66,55,1405,270,207
84d7266058ec2648db63282b103aa155,2025-10-16,흉마두,챌린저스,여,렌,6,281,1284131191003,3.469,별밤,2025-06-19T00:00+09:00,TRUE,1,68707907,351,94.88,62.75,1350,320,258
b67f2a62c801875e9c26310930d09259,2025-10-16,렌우미너,챌린저스,여,렌,6,278,14927688771038,98.579,,2025-06-19T00:00+09:00,FALSE,0,29232860,299,96.09,63,1320,270,262
a941424d42746f9d6300b9f2f1f7a83e,2025-10-16,섹뀌,챌린저스,여,렌,6,266,174913419,0.007,도리,2025-06-25T00:00+09:00,FALSE,0,20413629,265,91.06,62.75,930,100,257
ffbfeba9ade604712d2467828ee4db6d,2025-10-16,총칼련,챌린저스,여,캡틴,6,275,1232559348020,10.834,쌀숭이,2025-06-24T00:00+09:00,FALSE,0,30590526,285,96.49,97,1270,310,259
5a9b33383e6c6335b391a71a19f86937,2025-10-16,우루우루잉잉,챌린저스,여,일리움,6,268,193658495319,8.023,,2025-06-19T00:00+09:00,FALSE,0,12283794,200,80.28,68,1070,100,217
5e909e3bf41052491de64124fca53103,2025-10-16,렌의다리털,챌린저스,여,렌,6,280,23319451676295,69.305,토끼굴,2025-06-19T00:00+09:00,TRUE,1,71138486,388,95.53,69,1290,330,253
0fbd8707080712eb81dbfa76f747f8db,2025-10-16,벽천백린,챌린저스,여,렌,6,270,4980098465942,92.012,,2025-06-19T00:00+09:00,FALSE,0,24988696,287,97.51,58,1280,290,278
dda9cb7a4477c5d84c68b80e5f6251df,2025-10-16,재대장님,챌린저스,남,렌,6,275,1524484606037,13.4,건강박수,2025-06-19T00:00+09:00,FALSE,0,33954171,398,96.45,96,1390,280,257
1dff61f44c2999793b4bdd44dc456045,2025-10-16,당근오리호박,스카니아,여,렌,6,275,9639406386538,84.726,,2025-06-20T00:00+09:00,FALSE,0,24666095,289,91.06,38,1320,180,232
4294147ecee838880718848687f23cdc,2025-10-16,양의렌,크로아,남,렌,6,277,1911157762112,13.883,찰랑,2025-06-19T00:00+09:00,TRUE,0,25971195,343,95.12,58.1,1150,170,240
5ab7e5b7bd5972c80e15f6fad3150553,2025-10-16,파유니렌,챌린저스,여,렌,6,270,91478989713,1.69,,2025-06-19T00:00+09:00,FALSE,0,17605280,325,95.17,50,1000,100,232
75c9b79eee7b17f7f6f3d1c03636a928,2025-10-16,i힘내렌i,챌린저스,여,렌,6,280,10643420671129,31.632,격수,2025-06-19T00:00+09:00,TRUE,0,41721624,316,96.29,61,1450,380,257
a1dbbf60c8ea8ef07c4f0eae38ca7dc6,2025-10-16,호야아리렌,챌린저스,여,렌,6,276,9501494377838,75.922,,2025-06-24T00:00+09:00,FALSE,0,20649387,214,91.44,50,1310,230,233
ffac944fc4f242decbe40d0071b0e2ff,2025-10-16,말차향팔라딘,챌린저스,여,팔라딘,6,280,20654732852915,61.385,Burning,2025-06-19T00:00+09:00,TRUE,0,44443893,334,96.02,77,1350,200,271
417cfcec0fa745fc34e86d9f4f0615aa,2025-10-16,기다려온,챌린저스,여,일리움,6,277,4911537568791,35.678,아이,2025-06-20T00:00+09:00,TRUE,1,60288004,380,95.64,113.05,1450,360,283
4d9fe45e671e54de202a0a779364e651,2025-10-16,퍼그렌,챌린저스,남,렌,6,266,195716697573,8.271,헤헤,2025-06-19T00:00+09:00,FALSE,0,13716373,214,92.2,60,1000,60,257
d8074e0b6b93a88f0fa225b420d21187,2025-10-16,훈이츠,스카니아,기타,제로,6,280,11166033171307,33.185,검존,2025-06-19T00:00+09:00,TRUE,1,61974673,360,90.09,62.7,1340,190,284
2225932f9bd2af7088e480c4594026e2,2025-10-16,매화검누,챌린저스,여,렌,6,280,6286803110240,18.684,해경,2025-06-19T00:00+09:00,TRUE,1,43093890,310,96.26,60,1350,210,245
cef68d484088289a780bf86b068726f0efe8d04e6d233bd35cf2fabdeb93fb0d,2025-10-16,매화용과리,오로라,여,에반,6,276,1747166126737,13.961,르나비,2025-06-19T00:00+09:00,TRUE,1,52051104,390,93.5,127.8,1350,200,265
7d2efc3f8131eef84d483894a1bb545d,2025-10-16,홍랑두울,챌린저스,여,렌,6,279,11172214785149,67.071,인연,2025-06-19T00:00+09:00,TRUE,1,51924379,353,95.82,92,1350,210,203
b86f80c657e2ed3d9a9731e55f23e9eb,2025-10-16,태심4,챌린저스,여,렌,6,272,3902563621679,70.683,랄라,2025-06-20T00:00+09:00,FALSE,0,16801280,245,97.02,59,1270,280,247
755bec9d7cf695e3200b0da66b713174,2025-10-16,어때움,챌린저스,여,일리움,6,275,98307889699,0.864,낭만,2025-06-19T00:00+09:00,TRUE,0,23425423,286,94.89,81.6,1230,190,280
3123a9c13aed0de7d37084b58654a992,2025-10-16,매화침설,챌린저스,여,렌,6,272,2502614498387,45.327,Maserati,2025-06-20T00:00+09:00,FALSE,0,18796213,223,92.81,40,1215,250,230
a5506758632c9268e00fc81bf282ae3c,2025-10-16,섀도어좋고수,챌린저스,여,섀도어,6,277,13604435544459,98.824,마이쭈,2025-06-19T00:00+09:00,TRUE,1,59522596,358,95.47,101.05,1450,180,266
9b562b59293cd696391980d48fedf48e6fbb98200a15be5bcc73a64995849e9c,2025-10-16,스털,엘리시움,여,렌,6,275,4065654540090,35.735,1nnisfree,2025-06-19T00:00+09:00,TRUE,0,25299112,341,96.77,55,1170,160,212
6d010b7fbc94354ad6edc4f913a1a06e,2025-10-16,루지훈입니다,챌린저스,남,은월,6,268,772311258062,31.994,,2025-06-19T00:00+09:00,FALSE,0,11680220,215,89.13,72,960,100,217
f5cc824e8a35507674af70929fc7ad1f,2025-10-16,지렌남,챌린저스,남,렌,6,273,864171752628,15.497,천지지직,2025-06-19T00:00+09:00,FALSE,0,20032435,225,95.42,66.8,1210,160,222
b425afa16226f7741aba57b5c3fa18cd,2025-10-16,무렌디,챌린저스,여,렌,6,278,15111005333110,99.789,커엽,2025-06-19T00:00+09:00,TRUE,1,61254584,347,97.71,62,1450,280,277
31f66441bf2c733189d78a1225169e9a,2025-10-16,메소털이달인,챌린저스,남,섀도어,6,268,133725007018,5.54,개방,2025-06-20T00:00+09:00,FALSE,0,21134162,297,91.98,81,1050,130,232
a170177d7b5df8513a529a7c833f01d1,2025-10-16,버블미야,챌린저스,여,렌,6,280,27364075537714,81.325,자유,2025-06-19T00:00+09:00,FALSE,1,63756849,343,94.21,61,1350,230,284
1a8235f3a1c7e54dde68e0e6b341d2d1,2025-10-16,렌그우,챌린저스,여,렌,6,281,685105026381,1.851,서리,2025-06-19T00:00+09:00,TRUE,1,68877117,369,97.11,77,1350,260,288
a9004b23f0b12540b479ede9115b5afa,2025-10-16,토끼밤,챌린저스,여,렌,6,277,3935028687554,28.584,보라,2025-06-19T00:00+09:00,TRUE,1,49856861,267,96.84,71,1290,210,274
cf825b2341c4cf97b016f04476417f6fefe8d04e6d233bd35cf2fabdeb93fb0d,2025-10-16,폭격점,루나,여,보우마스터,6,280,23240972286300,69.072,료칸,2025-06-19T00:00+09:00,TRUE,1,54666039,334,95.59,62,1390,220,262
20b4ec6ea1d96cbd8a12811880ac8584efe8d04e6d233bd35cf2fabdeb93fb0d,2025-10-16,츠츠랸,루나,여,렌,6,276,5714768650607,45.664,,2025-06-19T00:00+09:00,FALSE,1,40669321,371,90.41,51,1220,190,236
a7a196ee4ddcb08f6b8a67ae6f0cd94f,2025-10-16,투견장렌,챌린저스,여,렌,6,280,16765616969462,49.827,화산,2025-06-19T00:00+09:00,TRUE,1,71576137,386,95.14,72.4,1350,270,290
e2f9b62d11803123aaa6197c1c1279c1,2025-10-16,랏스삐,챌린저스,여,"아크메이지(썬,콜)",6,280,25075448198649,74.524,,2025-06-19T00:00+09:00,FALSE,1,60262638,325,96.65,66.05,1420,250,244
c10bb4211b016116f2e1cdcd5fa7d21e,2025-10-16,나나이묜,챌린저스,기타,제로,6,275,7135830866673,62.721,마교,2025-06-19T00:00+09:00,FALSE,0,27179281,330,97.88,126,1210,260,222
0e6d50749d8294128924d795a781c004,2025-10-16,낼루핑,베라,여,렌,6,276,8096240594664,64.693,,2025-06-19T00:00+09:00,FALSE,0,31544464,322,95.32,51,1320,240,240
84d961e0163bdbdec7cd3ee7ec08000d,2025-10-16,지지무렌,크로아,여,렌,6,280,22522633036770,66.937,,2025-06-19T00:00+09:00,TRUE,1,52662710,266,95.03,54,1420,330,239
3fac0bf01a793833f215fd5465199938,2025-10-16,렌꼬오쿠,챌린저스,여,렌,6,271,339392637599,6.208,,2025-06-19T00:00+09:00,FALSE,0,29871686,362,94.76,56,1035,160,237
67762967fc0acfcc4403f9b89d92e353,2025-10-16,만걔,크로아,여,렌,6,275,1445435704871,12.705,성공,2025-06-19T00:00+09:00,TRUE,1,43845049,383,95.14,87,1190,160,249
5e0db5f11d44d43fc79bba8844854c5e,2025-10-16,야일,챌린저스,남,렌,6,285,26009337657406,26.137,여명,2025-06-19T00:00+09:00,TRUE,1,92259181,333,96.51,71,1455,480,294
67615e410c0df05429edc2bc630bc1c2,2025-10-16,양민의부조리,챌린저스,남,렌,6,270,4712500368742,87.068,로아,2025-06-19T00:00+09:00,FALSE,0,13938705,220,91.73,40,1120,250,282
ad095fffdb53175c2102df65e9d1b1aa,2025-10-16,띠띠사랑해,챌린저스,여,렌,6,278,11496232830125,75.918,매화,2025-06-19T00:00+09:00,TRUE,1,64596420,364,95.7,62.4,1465,300,244
c6a5173bfb3a9c5accaa3223e65e8d9d,2025-10-16,뚜낵씨,크로아,여,렌,6,281,6369090614205,17.208,겸댕이,2025-06-19T00:00+09:00,TRUE,1,122119017,394,94.79,63,1450,480,297
9704d1cdefb54d0ec6bc2c4fcb69163c,2025-10-16,수객,챌린저스,남,패스파인더,6,278,12972683471125,85.668,아이돌,2025-08-26T00:00+09:00,TRUE,0,33280124,257,94.15,59,1370,270,265
7b98abe73279ad8355d2ec1488390b0f,2025-10-16,렌디홍,챌린저스,여,렌,6,280,7297568601450,21.688,버터,2025-06-19T00:00+09:00,TRUE,1,71839531,369,95.37,61,1390,180,270
562f6d687b4d05e2b858a1a865a05c25efe8d04e6d233bd35cf2fabdeb93fb0d,2025-10-16,댈훈,루나,여,렌,6,280,27534302239673,81.831,은총,2025-06-19T00:00+09:00,TRUE,0,51969834,359,92.86,58.1,1350,200,283
86e9be92fa0a7d8bf339b3decf8edb67fd842dab14be2a956555625b37c97bff,2025-10-16,슈퍼꼬끼오,엘리시움,여,렌,6,280,1373602040260,4.082,눈설,2025-06-19T00:00+09:00,TRUE,0,32246130,371,93.36,52,1180,230,255
d05c0cf488d21795d528def910e7eb3a,2025-10-16,단둥지,챌린저스,남,팔라딘,6,272,2966249372184,53.724,버닝,2025-06-19T00:00+09:00,FALSE,0,21279041,310,92.28,66,1240,290,249
4db0ac3f9f3ae27a4e602064910221ad,2025-10-16,TLan,챌린저스,여,렌,6,278,8696814241465,57.431,지존,2025-06-19T00:00+09:00,TRUE,1,72390930,323,95.6,62,1350,190,274
d4234895d9194aea93f338e6e19147f8,2025-10-16,광자렌다,스카니아,여,렌,6,283,9511976991838,21.239,낙화,2025-06-19T00:00+09:00,FALSE,1,22708580,228,87.87,58.8,1450,410,114
1e7933da44539cf4f46877a55cce20da,2025-10-16,화산검패,챌린저스,남,렌,6,279,7866349699429,47.225,매화검,2025-06-20T00:00+09:00,FALSE,0,29540042,317,95.2,95,1350,280,255
08e9f1c86c8c116ea18dc9d75678d796,2025-10-16,불타는렌,챌린저스,여,렌,6,278,9365189322546,61.845,빗속,2025-06-19T00:00+09:00,FALSE,1,71145656,345,95.52,62,1450,200,277
57603f43ad64f339b998eb3b659b2d45,2025-10-16,레르띳띠,크로아,여,렌,6,283,5684276185078,12.692,결연,2025-06-19T00:00+09:00,TRUE,1,56654120,293,91.23,54,1350,340,270
9f0598797c4bdc56dc4ad138deec2edc,2025-10-16,홍설렌,스카니아,여,렌,6,280,22156635234835,65.849,,2025-06-19T00:00+09:00,FALSE,1,57509601,287,89.88,41.5,1340,240,284
a380efe925bf1e260e74d4ec31a16aa8efe8d04e6d233bd35cf2fabdeb93fb0d,2025-10-16,마르해윤,루나,여,렌,6,280,6773533034111,20.131,위스프,2025-06-19T00:00+09:00,TRUE,0,47501416,326,93.71,50,1450,290,278
23b034bca07179a2350cd0a1f3446bcf,2025-10-16,고숨이맞다,챌린저스,여,렌,6,281,10436554851827,28.197,은하,2025-06-19T00:00+09:00,TRUE,1,69407773,369,97.03,62,1450,260,275
26b17a9e0384514d4d649c20e0ff4d20,2025-10-16,효린,챌린저스,여,렌,6,282,3870525086297,9.507,사쿠라,2025-06-19T00:00+09:00,TRUE,1,87429355,385,95.23,62,1450,270,271
f461eeacd1633d4e0bd7067299578f53,2025-10-16,이츠키,크로아,여,렌,6,282,33012556356813,81.085,Alpha,2025-06-19T00:00+09:00,TRUE,1,102984764,444,95.49,66,1240,280,328
3c9b274472d0f7dcccf661eb2739e8ad,2025-10-16,사각형토끼똥,챌린저스,여,렌,6,275,674123369240,5.925,와플,2025-06-19T00:00+09:00,TRUE,0,30706236,369,96.3,92,1080,160,237
b7d03164ad6cf36494202b10151c0994efe8d04e6d233bd35cf2fabdeb93fb0d,2025-10-16,측렐,오로라,남,일리움,6,285,2004150787407,2.014,천사,2025-06-19T00:00+09:00,TRUE,1,148691574,443,91.57,97.25,1470,370,317
6c654df64a9c6ce76b66ea9ec4027526,2025-10-16,겜들,챌린저스,여,배틀메이지,6,280,2380479725020,7.075,밍키,2025-06-19T00:00+09:00,TRUE,1,68661382,286,94.34,96.1,1450,440,320
26af2cb58a78993c5bca791ab120cc44,2025-10-16,녁뱀,크로아,여,배틀메이지,6,280,8124188673313,24.145,,2025-06-19T00:00+09:00,FALSE,1,56226820,305,93.57,84,1320,320,243
8fd0190dcfd3ef16aabefbeb9084c09c,2025-10-16,니얀디,크로아,여,렌,6,270,12884924258,0.238,,2025-06-19T00:00+09:00,FALSE,0,10014689,220,90.51,50.4,960,210,209
