ocid,유료아이템착용 개수,총 코디금액(원),착용코디금액(원),스페셜라벨 개수,레드라벨 개수,마스터라벨 개수,일루전 링 개수,"비싼 헤어(부티크, 마스터라벨) 유무",헤어 믹스염색 여부,헤어 믹스염색 비율,성형 믹스염색 여부,성형 믹스염색 비율,착용 아이템 리스트,"착용 헤어,성형,피부",세분화 유저 그룹
a7678c28cbca465bdf593007f84de641,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","보라색 리르하 헤어, 차차 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
0de33155fcd13fcc9a20e8d5c27644ab,1,4400,4400,1,0,0,0,0,0,0,0,0,"홍묘화, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하트 나라의 메이플, 난생 첫걸음, 투명 장갑, 투명 망토, 절대각도, 유랑자의 명찰 반지, 유랑자의 말풍선 반지, 하얀구름 명찰 반지","검은색 여울 헤어, 디어 얼굴, 홍조 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
ea54b81e4281dbd566cf405c74d8fd0defe8d04e6d233bd35cf2fabdeb93fb0d,0,0,0,0,0,0,0,0,0,0,0,0,,"None, None, None",3. 순수 무료 유저 (지출 0원)
43c4c533ed6cd32fdf07edc13ab58217,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 하이퍼 버닝 로브, 하이퍼 버닝 소드","빨간색 바브드 레프 헤어, 아크 얼굴, 크림 피부",3. 순수 무료 유저 (지출 0원)
f044f8835cef2b8ad9903261c9e70528,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 난생 첫걸음, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","파란색 룰루 헤어, 동그래 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
a6efca255db410406642189d151bc3c3,0,0,0,0,0,0,0,0,0,0,0,0,"은하매화, 투명 얼굴장식, 투명 안경, 투명 귀고리, 유랑자의 로브, 매화나무 나막신, 투명 장갑","검은색 설야 헤어, 설매화 렌 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
2aa1143023c5f597e942f302d1819433,2,19380,7380,0,0,0,0,0,0,0,1,50,"투명 모자, 인형핑크, 투명 안경, 투명 귀고리, 카링 비단옷, 매화나무 나막신, 투명 장갑, 투명 망토, 죽음의 손아귀, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 히어로 헤어, 차차 얼굴, 홍조 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
0a4aa1068c4eb9f5451ef9677e2a4396,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","보라색 마들렌 헤어, 살짝 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
146d92da703a22eb6ed733782bd5ed19,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","노란색 룰루 헤어, 멋져 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
a0dc18c5c3df71ec6131788548d15fff,0,0,0,0,0,0,0,0,0,0,0,0,"은하매화, 투명 얼굴장식, 투명 안경, 투명 귀고리, 은하매화 여행복, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 투명 무기, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 룰루 헤어, 하트 뿅뿅 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
f29670391544943bda14784332457aa6,4,7920,7920,0,0,0,0,0,0,0,0,0,"메이플 아지트 캡, 인형핑크, 투명 안경, 투명 귀고리, 곰나잇 잠옷, 곰도리 귀 양말, 투명 장갑, 곰나잇 인사, 곰나잇 곰인형, 유랑자의 명찰 반지, 유랑자의 말풍선 반지, 하얀구름 명찰 반지, 하얀구름 말풍선 반지","파란색 매직 엘라 헤어, 뭐래 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
238ba0be882a54516ca79cf5f9a5cc39,5,192560,144560,0,0,5,0,0,1,25,0,0,"심연의 계율, 금단의 계약, 금단의 궤적, 혼돈의 결계, 카오스 크레센트, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","파란색 반듯한 포니테일 헤어, 심연 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
c3dbe8aec78f4ebeae4eddccddaa326f,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 달구름 헤어, 디어 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
473e494e0ad580e756dcdbf09f68f7fd,0,48000,0,0,0,0,0,0,1,22,0,0,"튜브덕 수영모, 투명 얼굴장식, 투명 안경, 투명 귀고리, 어푸 튜브덕, 튜브덕 슬리퍼, 난생 처음 장갑, 푸른 하늘 은하수, 젤리 버블 풍선, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","보라색 미미 헤어, 동그래 얼굴, 엘프 피부",2. 무료/이벤트 유저 (뷰티 컨텐츠 지출)
ef2567f00e1e8462389b5999ddbfa129,0,0,0,0,0,0,0,0,0,0,0,0,"투명 모자, 투명 얼굴장식, 투명 안경, 투명 귀고리, 귀신옷, 투명 신발, 투명 장갑, 투명 망토, 하이퍼 버닝 소드, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 설화 헤어, 설매화 렌 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
39b5f54bc864a244f3fc0d58c0c12078,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 하이퍼 버닝 로브, 난생 첫걸음, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 설화 헤어, 흥흥 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
e8939a38c17e6a1584d9e25128f7f5f7,0,0,0,0,0,0,0,0,0,0,0,0,"에버니아 후드, 투명 얼굴장식, 투명 안경, 투명 귀고리, 에버니아 로브, 에버니아 부츠, 에버니아 케이프, 황혼의 모래시계","보라색 룰루 헤어, 동그래 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
4dd7203220961a09bf913c1581c1f8c0,0,0,0,0,0,0,0,0,0,0,0,0,"에버니아 후드, 투명 얼굴장식, 투명 안경, 투명 귀고리, 에버니아 로브, 에버니아 부츠, 투명 장갑, 에버니아 케이프, 황혼의 모래시계, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 엔젤링 헤어, 살짝 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
0eaa57ca5fe3bfdc8b9b0b75ea630030,2,91140,19140,2,0,0,0,0,1,63,1,72,"체리 프릴 레이스 캡, 발그레 발그레, 투명 안경, 투명 귀고리, 체리 쇼콜라, 투명 신발, 투명 장갑, 투명 망토, 투명 무기, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","파란색 조용한 단발 헤어, 조용한 눈 얼굴, 뽀송 라벤더 피부",1. 유료 유저 (아이템 구매 지출)
659d42f9dff0a560274c9da1fc2613da,0,0,0,0,0,0,0,0,0,0,0,0,"인형핑크, 투명 안경, 투명 귀고리, 난생 첫걸음, 투명 장갑, 투명 망토","검은색 미로 헤어, 스위트 캔디 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
c15587cc85d79147d4989b2e7977f8ae,1,1932,1932,0,0,0,1,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 일루전 링 : 루돌프","검은색 마들렌 헤어, 동그래 얼굴, 엘프 피부",1. 유료 유저 (아이템 구매 지출)
599640589a8f8ccea28763e00796359b,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 설화 헤어, 설매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
b0c7a5f727c2666903a030428e32db97,0,0,0,0,0,0,0,0,0,0,0,0,,"None, None, None",3. 순수 무료 유저 (지출 0원)
05c45ddbcf396d92524c8c2213d31ae1,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 투명 망토, 하이퍼 버닝 소드, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 설화 헤어, 홍매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
67435b51d0f0ac48ceefcc9177482346,4,8580,8580,0,1,0,0,0,0,0,0,0,"백곰 주인장 모자, 투명 얼굴장식, 투명 안경, 투명 귀고리, 백곰 주인장, 백곰 주인장 구두, 투명 장갑, 백곰 봐주세요, 백곰 수선 클립","검은색 산뜻 단발 헤어, 어제 울었어 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
06bce1c18f1ef55b072dd58d1953f41c,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 설화 헤어, 홍매화 렌 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
9d3abf99a75b1c0b9d1cbef4d07e1adb,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 설화 헤어, 설매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
49d91bd4796e4fef9cfc6d047845205a,0,48000,0,0,0,0,0,0,1,70,0,0,"대적자의 머리장식, 에버니아 로브, 에버니아 부츠, 에버니아 케이프, 황혼의 모래시계","보라색 엔젤링 헤어, 살짝 얼굴, 뽀송 꽃잎 피부",2. 무료/이벤트 유저 (뷰티 컨텐츠 지출)
541914276fcc232f4642bcb8d6a5f9fc,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 하이퍼 버닝 로브, 하이퍼 버닝 소드","갈색 데이즈 헤어, 조용한 눈 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
d5b34631484dbcc5474e1a07a1865e83,0,0,0,0,0,0,0,0,0,0,0,0,"에버니아 후드, 투명 얼굴장식, 까만 선글라스, 투명 귀고리, 에버니아 로브, 투명 신발, 투명 장갑, 투명 망토, 황혼의 모래시계, 혈맹의 반지","검은색 채운 헤어, 차차 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
efc8875702e17dd5c31ed44dbad4a3d9,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 하이퍼 버닝 소드","파란색 설화 헤어, 홍매화 렌 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
f6b83e43921b3af67e9ba2a321d93e57,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 하이퍼 버닝 소드","검은색 후유 헤어, 흥흥 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
392457dd90645a5d6fde6bd3c116614a86e68d4012202d0434d05f81868f68e3,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 유랑자의 말풍선 반지","빨간색 설화 헤어, 동그래 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
e584120d87aefd9ebaa2da1d8634ef5a,0,0,0,0,0,0,0,0,0,0,0,0,"에버니아 후드, 투명 얼굴장식, 투명 안경, 투명 귀고리, 에버니아 로브, 에버니아 부츠, 투명 장갑, 에버니아 케이프, 황혼의 모래시계, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 엔젤링 헤어, 동그래 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
d3c8203071f1d1115456e4bdab811f4a,0,0,0,0,0,0,0,0,0,0,0,0,"대적자의 머리장식, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 검정콩 멍뭉이 신발, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 명찰 반지","검은색 포니 엘피네 헤어, 조용한 눈 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
057fa0dd74e1c666f08899d4dc5ab93a,5,33000,33000,5,0,0,0,0,0,0,0,0,"홍묘화, 인형핑크, 투명 안경, 투명 귀고리, 매화 유랑자, 매화의 잔향, 투명 장갑, 심검유혼, 홍염유검","검은색 스테리 헤어, 청명 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
26cad9aa9a1203b9a4dbb71675fe26a1efe8d04e6d233bd35cf2fabdeb93fb0d,0,0,0,0,0,0,0,0,0,0,0,0,"투명 얼굴장식, 투명 안경, 투명 귀고리, 투명 장갑, 투명 망토","검은색 베베 헤어, 하트 뿅뿅 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
6f6b0f7b4fda83d2f1d8cdac96e46dd4,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 에버니아 로브, 난생 첫걸음, 난생 처음 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","보라색 룰루 헤어, 홍매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
10f23f8d7127724aceb93662027ffc7f,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 투명 망토, 하이퍼 버닝 소드, 유랑자의 말풍선 반지","빨간색 설탕소녀 헤어, 차차 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
73531dac170fd03415bcd90bfba981d4,3,7449,7449,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 듄켈 슈즈, 듄켈 장갑, 듄켈 망토, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 후유 헤어, 홍매화 렌 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
b456dcee8d6b2e8df3f6e352a89591af,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 하이퍼 버닝 소드, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 달구름 헤어, 흥흥 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
417fb93376b13e5e84007348abf7303c,0,0,0,0,0,0,0,0,0,0,0,0,,"None, None, None",3. 순수 무료 유저 (지출 0원)
bd1fe240aaca98d6cb1daa3ddc650bc6,0,0,0,0,0,0,0,0,0,0,0,0,"은하매화, 투명 얼굴장식, 투명 안경, 투명 귀고리, 은하매화 여행복, 매화나무 나막신, 투명 장갑, 버닝 플레임 윙즈, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","파란색 설화 헤어, 설매화 렌 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
7d984b1be4d27719ec31190f3faa7641,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 에버니아 로브, 에버니아 부츠, 투명 장갑, 에버니아 케이프, 황혼의 모래시계, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","빨간색 룰루 헤어, 홍매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
298c80ed0956eb6e682663ac00a79d03,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 신발, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드","검은색 데이즈 헤어, 조용한 눈 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
fd8620fd1f2be5ac73235ab14718a8d0,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 하이퍼 버닝 로브, 하이퍼 버닝 소드","검은색 동백 헤어, 차분한 루시드 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
4d3c87a647ba95a5ead8ba93198bde7f,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 난생 첫걸음, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 시그널 헤어, 멋져 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
162c4783a166b61775ed38295ea46f97,5,33000,33000,5,0,0,0,0,0,0,0,0,"홍묘화, 투명 얼굴장식, 투명 안경, 투명 귀고리, 매화 유랑자, 매화의 잔향, 투명 장갑, 심검유혼, 홍염유검","검은색 리커버 헤어, 차차 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
47c4d61b0590c6e9812fc7407ca46879,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","갈색 잔혹 헤어, 뮤트 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
90030adb70f80d2be15fdac13b403daf,4,7920,7920,0,0,0,0,0,0,0,0,0,"데빌 헌터, 투명 얼굴장식, 투명 안경, 투명 귀고리, 심연의 거울, 헌터 워커, 투명 장갑, 블러드 문 이클립스, 저지먼트","검은색 페어리 헤어, 차차 얼굴, 홍조 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
a210e9c5c969caa8278bd30fefb7f294,1,1980,1980,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 드로잉 북, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","파란색 말괄량이 헤어, 도발적인 아잉 얼굴, 홍조 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
f7d7a0f32457c30ec387c923904d98a4,0,0,0,0,0,0,0,0,0,0,0,0,"전장의 발키리 모자, 투명 얼굴장식, 투명 안경, 투명 귀고리, 전장의 발키리 슈트, 전장의 발키리 슈즈, 투명 장갑, 전장의 발키리 케이프, 전장의 발키리 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 시그널 헤어, 흥흥 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
479c250781e82c93c97a1c2be37c4e71,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 쑥쑥 화분 명찰 반지, 쑥쑥 화분 말풍선 반지","검은색 설화 헤어, 설매화 렌 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
30da066b9219cdbcd0f5326ba2bbc920,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","빨간색 여울 헤어, 뮤트 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
bfc9a2654b377ba1ad8a77117c8e2106efe8d04e6d233bd35cf2fabdeb93fb0d,2,21120,21120,2,0,0,0,0,0,0,0,0,"투명 얼굴장식, 투명 안경, 투명 귀고리, 비연의 잔향, 투명 장갑, 심검유혼","검은색 사고뭉치 헤어, 뭐요 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
69417d11442c74c5aa709dd9ac79579d,0,0,0,0,0,0,0,0,0,0,0,0,"투명 얼굴장식, 투명 안경, 투명 귀고리, 투명 장갑","검은색 설화 헤어, 홍매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
f493df204c5c9926d661fbe4134fb294,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 투명 장갑, 푸른 하늘 은하수, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 핑키웨이 헤어, 홍매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
7f89b524416690a8aea0f697aa55e4e2,0,0,0,0,0,0,0,0,0,0,0,0,"은하매화, 투명 얼굴장식, 투명 안경, 투명 귀고리, 은하매화 여행복, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 쑥쑥 화분 말풍선 반지, 쑥쑥 화분 명찰 반지, 유랑자의 명찰 반지, 유랑자의 말풍선 반지","검은색 설화 헤어, 동그래 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
a351ab6e296d7898d58367a3faa6b023,0,0,0,0,0,0,0,0,0,0,0,0,투명 귀고리,"노란색 러프 샤기, 야심찬 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
5614e01be507d6ab460a28bdb9d8c3e6efe8d04e6d233bd35cf2fabdeb93fb0d,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 하이퍼 버닝 로브, 버닝 플레임 윙즈, 하이퍼 버닝 소드","초록색 베로 헤어, 흥흥 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
93af57faff79d4614765d0ed23eb08f3,2,242,242,0,0,0,0,0,0,0,0,0,"야구장 커플모자, 투명 얼굴장식, 투명 안경, 투명 귀고리, 야구장 데이트, 커플 스니커즈, 투명 장갑, 버닝 플레임 윙즈, 황혼의 모래시계","빨간색 설화 헤어, 설매화 렌 얼굴, 엘프 피부",1. 유료 유저 (아이템 구매 지출)
c1695bd18d253412a0e01213a88367d8,0,0,0,0,0,0,0,0,0,0,0,0,"전장의 발키리 모자, 전장의 발키리 슈트, 전장의 발키리 슈즈, 전장의 발키리 케이프, 전장의 발키리 소드","빨간색 설화 헤어, 설매화 렌 얼굴, 홍조 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
8fda39ca5174e682133dd17c9535c24c,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 푸른 하늘 은하수, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 설화 헤어, 설매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
3c5927ef264a3c6f98e5912544b6744d,2,26300,26300,0,0,1,1,0,0,0,0,0,"마이 퀸 티아라, 인형핑크, 투명 안경, 투명 귀고리, 엔들리스 드림, 속박의 매듭, 투명 장갑, 한밤의 축제, 카오스 크레센트, 일루전 링 : 분홍색토끼","검은색 핑키웨이 헤어, 조용한 눈 얼굴, 뽀송 꽃잎 피부",1. 유료 유저 (아이템 구매 지출)
73db1dd082341e0be1e595b2531ec78f,1,49980,1980,0,0,0,0,0,1,87,0,0,"대적자의 머리장식, 인형핑크, 투명 안경, 투명 귀고리, 우화등선, 투명 신발, 투명 장갑, 투명 망토, 천년의 약속, 유랑자의 말풍선 반지, 유랑자의 명찰 반지, 유니온 싱크 명찰 반지, 유니온 싱크 말풍선 반지","검은색 허쉬 헤어, 뮤트 얼굴, 엘프 피부",1. 유료 유저 (아이템 구매 지출)
39d2c7c41ae47a5f5e20b3bc1216fc8a,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 인형핑크, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 난생 첫걸음, 투명 장갑, 투명 망토, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 루나 헤어, 조용한 눈 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
fb6f654ccbbf1faa4cb7beeb224dc5cf,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 버닝 플레임 윙즈, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","검은색 설화 헤어, 홍매화 렌 얼굴, 뽀송 꽃잎 피부",3. 순수 무료 유저 (지출 0원)
45cc059af943fcc455cfb2365f4674fe,0,0,0,0,0,0,0,0,0,0,0,0,"하이퍼 버닝 크라운, 투명 얼굴장식, 투명 안경, 투명 귀고리, 하이퍼 버닝 로브, 매화나무 나막신, 투명 장갑, 하이퍼 버닝 소드, 유랑자의 말풍선 반지, 유랑자의 명찰 반지","빨간색 설화 헤어, 홍매화 렌 얼굴, 엘프 피부",3. 순수 무료 유저 (지출 0원)
